path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonFarm/Prefabs/FX/FX_Sprinkler_Large_01.prefab","FX_Sprinkler_Large_01",Sprinkler,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonFarm/Prefabs/FX/FX_Vehicle_Dust_01.prefab","FX_Vehicle_Dust_01",Vehicle,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonFarm/Prefabs/FX/FX_Wheat_Collection_01.prefab","FX_Wheat_Collection_01",Wheat,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonFarm/Prefabs/FX/FX_Wheat_Spray_01.prefab","FX_Wheat_Spray_01",Wheat,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Cloud_01.prefab","SM_Generic_Cloud_01",Generic,Other,6.68,1.65,1.61,-3.34,0.00,-0.80,3.34,1.65,0.80,1,280,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Cloud_02.prefab","SM_Generic_Cloud_02",Generic,Other,7.29,1.71,2.57,-3.65,0.00,-1.29,3.65,1.71,1.29,1,252,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Cloud_03.prefab","SM_Generic_Cloud_03",Generic,Other,7.03,1.98,3.89,-3.52,0.00,-1.94,3.52,1.98,1.94,1,490,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Cloud_04.prefab","SM_Generic_Cloud_04",Generic,Other,5.04,1.44,1.55,-2.52,-0.32,-0.78,2.52,1.12,0.78,1,200,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Cloud_05.prefab","SM_Generic_Cloud_05",Generic,Other,3.18,1.64,1.86,-1.59,-0.42,-0.93,1.59,1.22,0.93,1,300,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Grass_Patch_01.prefab","SM_Generic_Grass_Patch_01",Generic,Other,0.29,0.62,0.31,-0.10,-0.12,-0.14,0.19,0.50,0.17,1,42,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Grass_Patch_02.prefab","SM_Generic_Grass_Patch_02",Generic,Other,2.81,0.92,2.16,-1.40,0.00,-1.08,1.40,0.92,1.08,1,602,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Grass_Patch_03.prefab","SM_Generic_Grass_Patch_03",Generic,Other,1.11,1.16,1.29,-0.56,0.00,-0.65,0.56,1.16,0.65,1,238,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_01.prefab","SM_Generic_Ground_01",Generic,Other,5.53,0.26,5.68,-2.76,0.00,-2.84,2.76,0.26,2.84,1,200,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_02.prefab","SM_Generic_Ground_02",Generic,Other,10.42,0.52,11.23,-5.21,0.00,-5.61,5.21,0.52,5.61,1,439,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_03.prefab","SM_Generic_Ground_03",Generic,Other,18.85,0.86,18.74,-9.52,0.00,-9.54,9.34,0.86,9.21,1,760,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_04.prefab","SM_Generic_Ground_04",Generic,Other,18.38,2.47,19.12,-8.76,0.00,-9.56,9.62,2.47,9.56,1,760,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Dirt_01.prefab","SM_Generic_Ground_Dirt_01",Generic,Other,5.53,0.26,5.68,-2.76,0.00,-2.84,2.76,0.26,2.84,1,200,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Flat_01.prefab","SM_Generic_Ground_Flat_01",Generic,Other,20.74,0.46,19.23,-10.37,0.00,-9.61,10.37,0.46,9.61,1,555,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Flat_Wheat_01.prefab","SM_Generic_Ground_Flat_Wheat_01",Generic,Other,20.74,0.46,19.23,-10.37,0.00,-9.61,10.37,0.46,9.61,1,555,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Hill_01.prefab","SM_Generic_Ground_Hill_01",Generic,Other,20.74,1.55,19.23,-10.37,0.00,-9.61,10.37,1.55,9.61,1,555,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Hill_02.prefab","SM_Generic_Ground_Hill_02",Generic,Other,20.74,2.73,19.23,-10.37,0.00,-9.61,10.37,2.73,9.61,1,555,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Hill_03.prefab","SM_Generic_Ground_Hill_03",Generic,Other,26.24,4.19,24.44,-12.67,0.00,-12.63,13.56,4.19,11.81,1,555,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Tile_01.prefab","SM_Generic_Ground_Tile_01",Generic,Floor,5.00,0.00,5.00,-5.00,0.00,0.00,0.00,0.00,5.00,1,2,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ground_Wheat_01.prefab","SM_Generic_Ground_Wheat_01",Generic,Other,5.53,0.26,5.68,-2.76,0.00,-2.84,2.76,0.26,2.84,1,200,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Mountains_Grass_01.prefab","SM_Generic_Mountains_Grass_01",Generic,Other,22.61,5.57,22.35,-11.30,0.00,-11.17,11.30,5.57,11.17,1,2251,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Mountains_Grass_02.prefab","SM_Generic_Mountains_Grass_02",Generic,Other,14.50,5.54,14.49,-7.25,0.00,-7.25,7.25,5.54,7.25,1,498,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Mountains_Snow_01.prefab","SM_Generic_Mountains_Snow_01",Generic,Other,20.77,10.31,20.10,-10.39,0.00,-10.05,10.39,10.31,10.05,1,1115,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Mountains_Soft_01.prefab","SM_Generic_Mountains_Soft_01",Generic,Other,39.08,5.00,21.97,-19.54,0.00,-10.99,19.54,5.00,10.99,1,280,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ocean_Tile_Bumps_01.prefab","SM_Generic_Ocean_Tile_Bumps_01",Generic,Floor,30.00,0.43,30.00,-30.00,-0.02,0.00,0.00,0.41,30.00,1,800,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Ocean_Tile_Flat_01.prefab","SM_Generic_Ocean_Tile_Flat_01",Generic,Floor,30.00,0.00,30.00,-30.00,0.00,0.00,0.00,0.00,30.00,1,800,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Small_Rocks_01.prefab","SM_Generic_Small_Rocks_01",Generic,Other,1.31,0.09,1.63,-0.82,-0.03,-0.81,0.48,0.07,0.82,1,180,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Small_Rocks_02.prefab","SM_Generic_Small_Rocks_02",Generic,Other,2.04,0.09,1.97,-1.01,-0.03,-1.01,1.03,0.07,0.96,1,200,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Small_Rocks_03.prefab","SM_Generic_Small_Rocks_03",Generic,Other,0.48,0.10,0.32,-0.24,0.00,-0.16,0.24,0.10,0.16,1,36,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Small_Rocks_04.prefab","SM_Generic_Small_Rocks_04",Generic,Other,0.36,0.10,0.74,-0.18,0.00,-0.37,0.18,0.10,0.37,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Small_Rocks_05.prefab","SM_Generic_Small_Rocks_05",Generic,Other,0.26,0.08,0.25,-0.13,0.00,-0.13,0.13,0.08,0.13,1,20,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_TreeDead_01.prefab","SM_Generic_TreeDead_01",Generic,Other,2.03,5.24,3.00,-1.47,-0.09,-1.29,0.56,5.15,1.72,1,306,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_TreeStump_01.prefab","SM_Generic_TreeStump_01",Generic,Other,0.78,0.50,0.82,-0.39,0.00,-0.41,0.39,0.50,0.41,1,228,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_01.prefab","SM_Generic_Tree_01",Generic,Other,1.81,3.30,1.70,-0.85,-0.13,-0.80,0.97,3.16,0.90,1,598,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_02.prefab","SM_Generic_Tree_02",Generic,Other,1.39,3.51,1.47,-0.70,-0.13,-0.73,0.70,3.38,0.73,1,288,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_03.prefab","SM_Generic_Tree_03",Generic,Other,1.73,3.49,1.54,-0.87,-0.16,-0.77,0.87,3.33,0.77,1,266,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_04.prefab","SM_Generic_Tree_04",Generic,Other,1.82,3.22,1.54,-1.20,-0.13,-0.77,0.62,3.09,0.77,1,316,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_Patch_01.prefab","SM_Generic_Tree_Patch_01",Generic,Other,15.57,10.63,14.42,-7.78,0.00,-7.21,7.78,10.63,7.21,1,452,1,0
"Assets/Synty/PolygonFarm/Prefabs/Generic/SM_Generic_Tree_Patch_02.prefab","SM_Generic_Tree_Patch_02",Generic,Other,24.65,10.63,14.42,-12.33,0.00,-7.21,12.33,10.63,7.21,1,688,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Apple_01.prefab","SM_Prop_Apple_01",Prop,Other,0.15,0.15,0.13,-0.07,0.00,-0.06,0.08,0.15,0.07,1,85,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Apple_01_Group.prefab","SM_Prop_Apple_01_Group",Prop,Other,0.25,0.16,0.28,-0.13,-0.08,-0.14,0.13,0.08,0.14,1,255,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Apricot_01.prefab","SM_Prop_Apricot_01",Prop,Other,0.09,0.09,0.10,-0.04,0.00,-0.05,0.04,0.09,0.05,1,93,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Apricot_01_Group.prefab","SM_Prop_Apricot_01_Group",Prop,Other,0.20,0.11,0.19,-0.10,-0.05,-0.09,0.10,0.05,0.09,1,372,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Asparagus_01.prefab","SM_Prop_Asparagus_01",Prop,Other,0.11,0.49,0.09,-0.05,-0.24,-0.05,0.05,0.24,0.05,1,1074,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Asparagus_01_L.prefab","SM_Prop_Asparagus_01_L",Prop,Other,0.16,0.45,0.11,-0.09,-0.23,-0.06,0.08,0.22,0.05,1,570,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Asparagus_01_M.prefab","SM_Prop_Asparagus_01_M",Prop,Other,0.16,0.35,0.11,-0.08,0.02,-0.05,0.08,0.37,0.05,1,570,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Asparagus_01_S.prefab","SM_Prop_Asparagus_01_S",Prop,Other,0.16,0.23,0.10,-0.08,0.05,-0.05,0.08,0.28,0.05,1,470,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Asparagus_01_Single.prefab","SM_Prop_Asparagus_01_Single",Prop,Other,0.04,0.46,0.03,-0.02,0.00,-0.02,0.02,0.46,0.02,1,114,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Banana_01.prefab","SM_Prop_Banana_01",Prop,Other,0.08,0.17,0.36,-0.04,-0.05,-0.21,0.03,0.12,0.16,1,108,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Banana_01_Group.prefab","SM_Prop_Banana_01_Group",Prop,Other,0.27,0.18,0.36,-0.16,-0.17,-0.01,0.11,0.01,0.34,1,240,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Banana_01_L.prefab","SM_Prop_Banana_01_L",Prop,Other,0.40,0.37,0.41,-0.21,0.00,-0.22,0.19,0.37,0.19,1,720,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Banana_01_M.prefab","SM_Prop_Banana_01_M",Prop,Other,0.28,0.37,0.16,-0.14,-0.01,-0.15,0.14,0.36,0.02,1,240,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Bean_01_Group.prefab","SM_Prop_Bean_01_Group",Prop,Other,0.24,0.08,0.37,-0.12,-0.01,-0.18,0.12,0.07,0.18,1,380,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Bean_01_L.prefab","SM_Prop_Bean_01_L",Prop,Other,0.07,0.04,0.32,-0.02,-0.02,-0.02,0.05,0.02,0.30,1,76,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Bean_01_M.prefab","SM_Prop_Bean_01_M",Prop,Other,0.04,0.03,0.25,0.00,-0.01,0.00,0.04,0.02,0.25,1,66,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Bean_01_S.prefab","SM_Prop_Bean_01_S",Prop,Other,0.04,0.03,0.16,0.00,-0.01,0.00,0.04,0.02,0.16,1,66,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Beetroot_01.prefab","SM_Prop_Beetroot_01",Prop,Other,0.17,0.25,0.15,-0.09,-0.13,-0.08,0.09,0.13,0.08,1,100,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Beetroot_01_Group.prefab","SM_Prop_Beetroot_01_Group",Prop,Other,0.30,0.20,0.31,-0.15,-0.01,-0.16,0.15,0.19,0.16,1,300,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Beetroot_01_L.prefab","SM_Prop_Beetroot_01_L",Prop,Other,0.42,0.49,0.40,-0.20,-0.19,-0.18,0.23,0.30,0.22,1,260,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Beetroot_01_M.prefab","SM_Prop_Beetroot_01_M",Prop,Other,0.27,0.39,0.26,-0.12,-0.18,-0.11,0.16,0.21,0.15,1,210,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Beetroot_01_S.prefab","SM_Prop_Beetroot_01_S",Prop,Other,0.22,0.22,0.10,-0.08,-0.12,-0.08,0.13,0.10,0.03,1,160,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Apple_01.prefab","SM_Prop_Box_Apple_01",Prop,Other,0.76,0.48,0.45,-0.38,0.00,-0.23,0.38,0.48,0.23,1,1258,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Apple_02.prefab","SM_Prop_Box_Apple_02",Prop,Other,0.76,0.48,0.45,-0.38,0.00,-0.23,0.38,0.48,0.23,1,1258,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Apricot_01.prefab","SM_Prop_Box_Apricot_01",Prop,Other,0.76,0.45,0.45,-0.38,0.00,-0.23,0.38,0.45,0.23,1,1477,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Carrot_01.prefab","SM_Prop_Box_Carrot_01",Prop,Other,1.14,0.53,0.51,-0.59,0.00,-0.23,0.56,0.53,0.28,1,1196,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Cucumber_01.prefab","SM_Prop_Box_Cucumber_01",Prop,Other,0.76,0.43,0.45,-0.38,0.00,-0.23,0.38,0.43,0.23,1,628,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Eggplant_01.prefab","SM_Prop_Box_Eggplant_01",Prop,Other,0.76,0.42,0.45,-0.38,0.00,-0.23,0.38,0.42,0.23,1,844,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Onion_01.prefab","SM_Prop_Box_Onion_01",Prop,Other,1.04,0.58,0.53,-0.60,0.00,-0.30,0.43,0.58,0.23,1,1406,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Peach_01.prefab","SM_Prop_Box_Peach_01",Prop,Other,0.76,0.45,0.45,-0.38,0.00,-0.23,0.38,0.45,0.23,1,1477,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Plum_01.prefab","SM_Prop_Box_Plum_01",Prop,Other,0.76,0.45,0.45,-0.38,0.00,-0.23,0.38,0.45,0.23,1,1477,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Box_Potato_01.prefab","SM_Prop_Box_Potato_01",Prop,Other,0.76,0.39,0.45,-0.38,0.00,-0.23,0.38,0.39,0.23,1,1372,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Broccoli_01.prefab","SM_Prop_Broccoli_01",Prop,Other,0.28,0.28,0.25,-0.13,0.01,-0.11,0.15,0.29,0.14,1,160,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Broccoli_01_L.prefab","SM_Prop_Broccoli_01_L",Prop,Other,0.89,0.47,0.79,-0.46,-0.01,-0.32,0.43,0.46,0.47,1,408,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Broccoli_01_M.prefab","SM_Prop_Broccoli_01_M",Prop,Other,0.60,0.27,0.61,-0.34,0.00,-0.27,0.26,0.27,0.34,1,345,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Broccoli_01_S.prefab","SM_Prop_Broccoli_01_S",Prop,Other,0.30,0.18,0.31,-0.17,0.00,-0.14,0.14,0.18,0.16,1,254,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Bush_Round_Row_01.prefab","SM_Prop_Bush_Round_Row_01",Prop,Other,1.11,0.22,7.27,-0.56,0.11,-3.63,0.56,0.33,3.63,1,720,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cabbage_01_L.prefab","SM_Prop_Cabbage_01_L",Prop,Other,0.44,0.29,0.50,-0.22,0.00,-0.25,0.22,0.29,0.25,1,258,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cabbage_01_M.prefab","SM_Prop_Cabbage_01_M",Prop,Other,0.31,0.20,0.30,-0.15,0.00,-0.15,0.15,0.20,0.15,1,138,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cabbage_01_S.prefab","SM_Prop_Cabbage_01_S",Prop,Other,0.18,0.13,0.20,-0.09,0.00,-0.10,0.09,0.13,0.10,1,66,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Carrot_01.prefab","SM_Prop_Carrot_01",Prop,Other,0.12,0.65,0.13,-0.06,-0.27,-0.07,0.06,0.38,0.06,1,116,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Carrot_01_Group.prefab","SM_Prop_Carrot_01_Group",Prop,Other,0.34,0.28,0.70,-0.18,-0.14,-0.35,0.16,0.14,0.35,1,464,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Carrot_01_L.prefab","SM_Prop_Carrot_01_L",Prop,Other,0.63,0.75,0.63,-0.32,-0.34,-0.32,0.32,0.41,0.32,1,110,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Carrot_01_M.prefab","SM_Prop_Carrot_01_M",Prop,Other,0.44,0.33,0.44,-0.22,-0.04,-0.22,0.22,0.29,0.22,1,70,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Carrot_01_S.prefab","SM_Prop_Carrot_01_S",Prop,Other,0.31,0.18,0.32,-0.16,-0.03,-0.16,0.16,0.15,0.16,1,46,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cherry_01.prefab","SM_Prop_Cherry_01",Prop,Other,0.11,0.10,0.06,-0.06,-0.05,-0.03,0.06,0.05,0.03,1,136,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cherry_01_Group.prefab","SM_Prop_Cherry_01_Group",Prop,Other,0.22,0.11,0.24,-0.11,0.00,-0.12,0.11,0.11,0.12,1,548,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Chilli_01.prefab","SM_Prop_Chilli_01",Prop,Other,0.08,0.06,0.20,-0.04,-0.03,-0.10,0.04,0.03,0.10,1,95,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Chilli_01_Group.prefab","SM_Prop_Chilli_01_Group",Prop,Other,0.22,0.10,0.31,-0.12,-0.02,-0.15,0.09,0.08,0.15,1,380,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Chilli_01_L.prefab","SM_Prop_Chilli_01_L",Prop,Other,0.07,0.25,0.06,-0.03,0.00,-0.03,0.03,0.25,0.03,1,95,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Chilli_01_M.prefab","SM_Prop_Chilli_01_M",Prop,Other,0.05,0.19,0.05,-0.03,0.00,-0.02,0.02,0.19,0.03,1,95,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Chilli_01_S.prefab","SM_Prop_Chilli_01_S",Prop,Other,0.03,0.14,0.03,-0.02,0.00,-0.01,0.01,0.14,0.02,1,95,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Corn_01.prefab","SM_Prop_Corn_01",Prop,Other,0.16,0.14,0.50,-0.07,-0.07,-0.24,0.09,0.07,0.26,1,144,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Corn_01_Group.prefab","SM_Prop_Corn_01_Group",Prop,Other,0.49,0.27,0.66,-0.25,-0.03,-0.33,0.25,0.24,0.33,1,576,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Corn_02.prefab","SM_Prop_Corn_02",Prop,Other,0.16,0.14,0.50,-0.07,-0.07,-0.24,0.09,0.07,0.26,1,144,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cucumber_01.prefab","SM_Prop_Cucumber_01",Prop,Other,0.12,0.09,0.55,-0.06,-0.05,-0.29,0.06,0.04,0.26,1,60,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cucumber_01_Group.prefab","SM_Prop_Cucumber_01_Group",Prop,Other,0.27,0.16,0.65,-0.14,0.00,-0.32,0.14,0.16,0.32,1,180,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cucumber_01_L.prefab","SM_Prop_Cucumber_01_L",Prop,Other,0.12,0.09,0.94,-0.08,0.00,-0.94,0.04,0.09,0.00,1,92,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cucumber_01_M.prefab","SM_Prop_Cucumber_01_M",Prop,Other,0.09,0.08,0.75,-0.07,0.00,-0.75,0.02,0.08,0.00,1,92,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Cucumber_01_S.prefab","SM_Prop_Cucumber_01_S",Prop,Other,0.09,0.08,0.66,-0.07,0.00,-0.66,0.02,0.08,0.00,1,92,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Eggplant_01.prefab","SM_Prop_Eggplant_01",Prop,Other,0.14,0.12,0.43,-0.08,0.00,-0.19,0.06,0.12,0.24,1,96,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Eggplant_01_Group.prefab","SM_Prop_Eggplant_01_Group",Prop,Other,0.43,0.18,0.46,-0.21,-0.01,-0.23,0.21,0.18,0.23,1,288,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Eggplant_01_L.prefab","SM_Prop_Eggplant_01_L",Prop,Other,0.14,0.60,0.12,-0.10,-0.59,-0.12,0.05,0.01,0.00,1,108,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Eggplant_01_M.prefab","SM_Prop_Eggplant_01_M",Prop,Other,0.14,0.43,0.12,-0.09,-0.42,-0.11,0.05,0.01,0.01,1,88,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Eggplant_01_S.prefab","SM_Prop_Eggplant_01_S",Prop,Other,0.13,0.26,0.12,-0.06,-0.25,-0.12,0.07,0.01,0.00,1,76,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Hemp_01_L.prefab","SM_Prop_Hemp_01_L",Prop,Other,0.80,1.23,0.83,-0.40,0.00,-0.37,0.40,1.23,0.46,1,350,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Hemp_01_M.prefab","SM_Prop_Hemp_01_M",Prop,Other,0.69,1.06,0.63,-0.34,0.00,-0.31,0.34,1.06,0.32,1,234,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Hemp_01_S.prefab","SM_Prop_Hemp_01_S",Prop,Other,0.19,0.25,0.28,-0.09,0.00,-0.13,0.09,0.25,0.16,1,56,2,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Lemon_01.prefab","SM_Prop_Lemon_01",Prop,Other,0.19,0.13,0.11,-0.10,0.00,-0.06,0.10,0.13,0.06,1,76,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Lemon_01_Group.prefab","SM_Prop_Lemon_01_Group",Prop,Other,0.29,0.14,0.30,-0.14,-0.01,-0.15,0.14,0.13,0.15,1,228,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Lettuce_01_L.prefab","SM_Prop_Lettuce_01_L",Prop,Other,0.30,0.22,0.28,-0.14,0.00,-0.12,0.16,0.22,0.16,1,164,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Lettuce_01_M.prefab","SM_Prop_Lettuce_01_M",Prop,Other,0.20,0.13,0.21,-0.11,0.00,-0.09,0.09,0.13,0.12,1,80,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Lettuce_01_S.prefab","SM_Prop_Lettuce_01_S",Prop,Other,0.15,0.10,0.16,-0.07,0.00,-0.07,0.08,0.10,0.09,1,38,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Onion_01.prefab","SM_Prop_Onion_01",Prop,Other,0.15,0.18,0.15,-0.08,-0.01,-0.08,0.08,0.17,0.08,1,100,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Onion_01_Group.prefab","SM_Prop_Onion_01_Group",Prop,Other,0.30,0.19,0.26,-0.15,-0.01,-0.13,0.15,0.17,0.13,1,300,1,0
"Assets/Synty/PolygonFarm/Prefabs/Plants/SM_Prop_Onion_01_L.prefab","SM_Prop_Onion_01_L",Prop,Other,0.20,0.53,0.18,-0.10,-0.09,-0.09,0.10,0.44,0.09,1,152,1,0
